Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
False,5.0,4.0,3.0,3.0,10.0,0,0,0,$0.00,0,0,340
False,4.0,2.0,4.0,4.0,31.333,0,6,0,$0.00,0,0,341
False,5.0,5.0,1.0,2.0,1.333,0,0,0,$0.00,0,0,342
False,2.0,3.0,3.0,2.0,19.333,2,0,1,$2080.00,0,1,343
False,4.0,4.0,4.0,4.0,7.333,0,0,0,$0.00,0,0,344
False,4.0,4.0,2.0,2.0,11.333,0,0,0,$0.00,0,0,345
False,3.0,2.0,4.0,4.0,45.333,0,1,0,$0.00,0,0,346
False,1.0,1.0,1.0,2.0,53.333,2,4,0,$0.00,0,0,347
False,2.0,2.0,2.0,2.0,28.667,0,0,0,$0.00,0,0,348
False,5.0,5.0,3.0,3.0,6.667,0,0,0,$0.00,0,0,349
False,4.0,4.0,2.0,1.0,58.667,0,0,0,$0.00,0,0,350
False,2.0,2.0,4.0,4.0,160.0,0,14,1,$5000.00,2,3,351
False,3.0,2.0,4.0,3.0,97.333,1,8,1,$1895.00,2,3,352
False,2.0,2.0,3.0,2.0,98.667,0,5,0,$0.00,0,0,353
False,1.0,2.0,1.0,1.0,116.833,0,7,0,$0.00,0,0,354
False,4.0,4.0,2.0,2.0,44.0,0,3,0,$0.00,0,0,355
False,4.0,5.0,4.0,4.0,11.333,0,3,0,$0.00,0,0,356
False,2.0,1.0,4.0,4.0,120.333,0,3,2,$5785.00,0,2,357
False,1.0,1.0,3.0,2.0,73.333,1,15,0,$0.00,0,0,358
False,3.0,3.0,3.0,3.0,38.0,0,1,0,$0.00,0,0,359
False,5.0,3.0,4.0,4.0,24.667,1,0,0,$0.00,0,0,360
False,4.0,4.0,1.0,2.0,15.333,0,1,0,$0.00,0,0,361
False,2.0,2.0,2.0,3.0,37.333,0,1,0,$0.00,0,0,362
False,2.0,2.0,3.0,5.0,59.333,1,1,1,$65813.00,0,1,363
False,4.0,4.0,3.0,3.0,16.0,0,1,0,$0.00,0,0,364
False,1.0,1.0,1.0,2.0,128.667,0,15,0,$0.00,0,0,365
False,4.0,4.0,4.0,5.0,12.667,0,0,0,$0.00,0,0,366
False,3.0,3.0,2.0,3.0,34.0,1,3,0,$0.00,0,0,367
False,1.0,1.0,1.0,2.0,76.0,0,1,0,$0.00,0,0,368
False,5.0,4.0,4.0,5.0,13.333,0,0,0,$0.00,0,0,369
False,2.0,2.0,3.0,3.0,62.667,0,7,0,$0.00,0,0,370
False,5.0,5.0,5.0,5.0,0.667,0,0,0,$0.00,0,0,371
False,3.0,3.0,1.0,1.0,60.0,0,0,0,$0.00,0,0,372
False,1.0,1.0,3.0,4.0,56.0,0,1,0,$0.00,0,0,373
False,4.0,2.0,4.0,4.0,39.333,0,2,1,$13800.00,0,1,374
False,2.0,2.0,4.0,4.0,32.0,0,0,0,$0.00,0,0,375
False,3.0,2.0,4.0,4.0,38.0,0,1,0,$0.00,0,0,376
False,2.0,1.0,4.0,4.0,89.333,3,1,0,$0.00,0,0,377
False,3.0,2.0,4.0,3.0,33.333,0,1,0,$0.00,0,0,378
False,4.0,4.0,4.0,3.0,14.0,0,2,0,$0.00,0,0,379
False,5.0,3.0,4.0,3.0,30.667,0,1,0,$0.00,0,0,380
False,4.0,4.0,3.0,5.0,20.0,0,1,0,$0.00,0,0,381
False,4.0,3.0,4.0,4.0,28.0,0,0,0,$0.00,0,0,382
False,4.0,3.0,4.0,4.0,28.0,0,1,0,$0.00,0,0,383
False,4.0,4.0,3.0,2.0,14.667,0,0,0,$0.00,0,0,384
False,5.0,4.0,4.0,3.0,18.667,0,1,0,$0.00,0,0,385
False,3.0,2.0,4.0,5.0,34.667,0,0,0,$0.00,0,0,386
False,3.0,2.0,3.0,3.0,36.667,0,3,0,$0.00,0,0,387
False,2.0,2.0,4.0,3.0,33.333,0,0,0,$0.00,0,0,388
False,4.0,4.0,4.0,4.0,15.333,0,0,0,$0.00,0,0,389
False,1.0,1.0,2.0,3.0,218.0,0,2,1,$13813.00,0,1,390
False,3.0,3.0,,,23.333,0,4,0,$0.00,0,0,391
False,2.0,1.0,4.0,3.0,86.0,0,2,0,$0.00,0,0,392
False,4.0,3.0,4.0,4.0,31.333,0,2,0,$0.00,0,0,393
False,1.0,1.0,5.0,5.0,74.5,0,1,1,$142870.00,1,2,394
False,5.0,5.0,5.0,5.0,9.333,0,0,0,$0.00,0,0,395
False,1.0,1.0,3.0,3.0,119.0,0,1,2,$64611.00,0,2,396
False,4.0,4.0,2.0,4.0,20.0,0,1,0,$0.00,0,0,397
False,5.0,4.0,4.0,4.0,22.0,0,0,0,$0.00,0,0,398
False,4.0,3.0,3.0,3.0,22.0,0,0,0,$0.00,0,0,399
False,5.0,3.0,4.0,4.0,29.333,0,0,0,$0.00,0,0,400
False,3.0,3.0,4.0,4.0,24.667,0,1,0,$0.00,0,0,401
False,4.0,2.0,4.0,3.0,38.667,0,2,0,$0.00,0,0,402
False,1.0,1.0,3.0,3.0,48.667,0,6,1,$14625.00,1,2,403
False,4.0,3.0,4.0,3.0,26.667,0,0,0,$0.00,0,0,404
False,3.0,2.0,5.0,5.0,33.333,0,1,0,$0.00,0,0,405
False,5.0,5.0,3.0,5.0,11.333,0,0,0,$0.00,0,0,406
False,4.0,5.0,3.0,1.0,9.333,0,0,0,$0.00,0,0,407
False,1.0,1.0,3.0,3.0,100.0,1,3,1,$134900.00,0,1,408
False,1.0,1.0,4.0,4.0,48.0,0,2,1,$2210.00,0,1,409
False,3.0,3.0,3.0,2.0,32.0,0,1,1,$13260.00,0,1,410
False,5.0,4.0,5.0,5.0,20.667,0,0,0,$0.00,0,0,411
False,5.0,5.0,4.0,4.0,5.333,0,1,0,$0.00,0,0,412
False,2.0,1.0,4.0,3.0,78.167,0,0,0,$0.00,0,0,413
False,2.0,2.0,3.0,3.0,42.0,0,1,0,$0.00,0,0,414
False,2.0,1.0,4.0,4.0,52.667,0,4,0,$0.00,0,0,415
False,3.0,2.0,3.0,3.0,38.0,0,0,0,$0.00,0,0,416
False,4.0,3.0,4.0,4.0,32.0,0,1,0,$0.00,0,0,417
False,4.0,3.0,4.0,4.0,25.333,0,0,0,$0.00,0,0,418
False,5.0,4.0,5.0,5.0,16.0,0,0,0,$0.00,0,0,419
False,5.0,3.0,4.0,4.0,24.0,0,0,0,$0.00,0,0,420
False,4.0,2.0,4.0,3.0,34.0,0,1,0,$0.00,0,0,421
False,4.0,4.0,4.0,3.0,17.333,0,0,0,$0.00,0,0,422
False,5.0,4.0,4.0,4.0,18.667,0,0,0,$0.00,0,0,423
False,4.0,2.0,5.0,5.0,42.0,0,2,0,$0.00,0,0,424
False,4.0,3.0,2.0,2.0,22.0,0,0,0,$0.00,0,0,425
False,2.0,2.0,1.0,1.0,33.333,0,0,0,$0.00,0,0,426
False,4.0,5.0,4.0,4.0,13.333,0,0,0,$0.00,0,0,427
False,3.0,2.0,4.0,4.0,42.667,0,0,0,$0.00,0,0,428
False,5.0,5.0,4.0,4.0,1.333,0,0,0,$0.00,0,0,429
False,5.0,4.0,3.0,3.0,15.333,0,0,0,$0.00,0,0,430
False,5.0,4.0,4.0,3.0,19.333,0,0,0,$0.00,0,0,431
False,4.0,3.0,4.0,4.0,24.0,0,0,0,$0.00,0,0,432
False,2.0,2.0,2.0,4.0,43.333,0,5,0,$0.00,0,0,433
False,2.0,1.0,4.0,4.0,124.167,0,3,1,$59881.00,0,1,434
False,5.0,4.0,5.0,5.0,13.333,0,0,0,$0.00,0,0,435
False,2.0,1.0,3.0,3.0,66.0,1,1,1,$4843.00,0,1,436
False,3.0,3.0,3.0,3.0,23.333,0,0,0,$0.00,0,0,437
False,4.0,2.0,4.0,4.0,38.667,0,6,0,$0.00,0,0,438
False,2.0,2.0,3.0,2.0,38.667,0,0,1,$6500.00,1,2,439
False,4.0,5.0,5.0,5.0,10.667,0,0,0,$0.00,0,0,440
False,4.0,4.0,4.0,4.0,13.333,0,0,0,$0.00,0,0,441
False,2.0,1.0,4.0,4.0,49.333,0,0,0,$0.00,0,0,442
False,4.0,2.0,4.0,3.0,39.333,0,2,0,$0.00,0,0,443
False,5.0,4.0,4.0,4.0,14.0,0,0,0,$0.00,0,0,444
False,4.0,3.0,4.0,3.0,30.667,0,0,0,$0.00,0,0,445
False,5.0,4.0,3.0,2.0,17.333,0,0,0,$0.00,0,0,446
False,5.0,5.0,3.0,2.0,2.667,0,0,0,$0.00,0,0,447
False,2.0,2.0,3.0,4.0,32.0,0,0,0,$0.00,0,0,448
False,2.0,2.0,2.0,4.0,35.333,0,0,0,$0.00,0,0,449
False,2.0,1.0,4.0,4.0,64.0,0,0,0,$0.00,0,0,450
False,3.0,4.0,4.0,4.0,15.333,0,0,0,$0.00,0,0,451
False,3.0,3.0,3.0,4.0,22.667,0,4,0,$0.00,0,0,452
False,3.0,2.0,4.0,4.0,37.333,0,0,0,$0.00,0,0,453
False,1.0,1.0,3.0,3.0,53.667,0,3,1,$71500.00,0,1,454
False,5.0,5.0,4.0,4.0,13.333,0,0,0,$0.00,0,0,455
False,4.0,3.0,5.0,5.0,30.0,0,0,0,$0.00,0,0,456
False,1.0,2.0,1.0,2.0,35.667,0,3,1,$24180.00,0,1,457
False,4.0,3.0,3.0,4.0,25.333,0,1,0,$0.00,0,0,458
False,4.0,4.0,4.0,3.0,16.667,0,1,1,$5363.00,0,1,459
False,5.0,4.0,3.0,3.0,20.0,0,0,0,$0.00,0,0,460
False,4.0,4.0,3.0,3.0,14.667,0,0,0,$0.00,0,0,461
False,1.0,1.0,5.0,5.0,60.667,0,5,0,$0.00,0,0,462
False,4.0,4.0,2.0,3.0,17.333,0,1,1,$3900.00,0,1,463
False,4.0,4.0,4.0,4.0,14.667,0,0,0,$0.00,0,0,464
False,4.0,3.0,4.0,4.0,25.333,0,1,0,$0.00,0,0,465
False,4.0,3.0,4.0,3.0,30.0,0,0,0,$0.00,0,0,466
False,3.0,2.0,4.0,4.0,35.333,0,2,0,$0.00,0,0,467
False,2.0,2.0,4.0,3.0,42.667,0,0,0,$0.00,0,0,468
False,1.0,1.0,4.0,3.0,48.667,0,0,0,$0.00,0,0,469
False,2.0,2.0,3.0,2.0,36.667,0,1,0,$0.00,0,0,470
False,2.0,1.0,3.0,2.0,47.333,0,0,1,$15600.00,0,1,471
False,2.0,2.0,3.0,2.0,34.0,0,0,0,$0.00,0,0,472
False,2.0,1.0,3.0,3.0,50.0,0,2,1,$6435.00,0,1,473
False,2.0,2.0,2.0,2.0,32.0,0,0,0,$0.00,0,0,474
False,5.0,5.0,3.0,3.0,11.333,0,0,0,$0.00,0,0,475
False,4.0,4.0,4.0,3.0,16.667,0,0,0,$0.00,0,0,476
False,3.0,2.0,3.0,3.0,42.667,0,0,0,$0.00,0,0,477
False,4.0,4.0,3.0,4.0,20.667,0,0,0,$0.00,0,0,478
False,1.0,1.0,3.0,3.0,47.333,0,1,0,$0.00,0,0,479
False,2.0,1.0,3.0,3.0,52.0,0,1,0,$0.00,0,0,480
False,1.0,1.0,3.0,4.0,56.667,0,0,0,$0.00,0,0,481
False,2.0,1.0,3.0,3.0,48.0,0,3,0,$0.00,0,0,482
False,2.0,2.0,2.0,1.0,64.667,1,9,0,$0.00,0,0,483
False,2.0,1.0,4.0,4.0,177.667,5,0,1,$30600.00,0,1,484
False,4.0,3.0,5.0,5.0,104.0,0,0,1,$1105.00,0,1,485
False,2.0,1.0,5.0,5.0,526.667,3,15,4,$67210.00,0,4,486
False,3.0,4.0,,,53.333,0,1,0,$0.00,0,0,487
False,3.0,2.0,5.0,5.0,143.5,1,0,1,$21548.00,1,2,488
False,1.0,1.0,4.0,3.0,272.0,2,27,0,$0.00,1,1,489
False,5.0,4.0,5.0,5.0,49.333,0,1,0,$0.00,0,0,490
False,4.0,3.0,3.0,1.0,34.333,0,1,2,$3250.00,0,2,491
False,2.0,2.0,,,193.167,0,0,0,$0.00,0,0,492
False,4.0,4.0,3.0,2.0,28.667,0,2,0,$0.00,0,0,493
False,5.0,5.0,3.0,2.0,16.0,0,4,0,$0.00,0,0,494
False,4.0,4.0,4.0,3.0,24.0,0,2,0,$0.00,0,0,495
False,5.0,4.0,3.0,1.0,20.0,0,0,0,$0.00,0,0,496
False,5.0,3.0,4.0,3.0,31.333,0,1,0,$0.00,0,0,497
False,3.0,2.0,5.0,5.0,38.667,0,2,0,$0.00,0,0,498
False,4.0,3.0,4.0,3.0,25.333,0,0,0,$0.00,0,0,499
False,4.0,3.0,4.0,3.0,49.333,0,1,0,$0.00,0,0,500
False,3.0,2.0,3.0,3.0,74.0,3,1,0,$0.00,0,0,501
False,5.0,4.0,3.0,2.0,29.333,0,0,0,$0.00,0,0,502
False,5.0,4.0,3.0,2.0,26.667,0,1,0,$0.00,0,0,503
False,1.0,1.0,4.0,4.0,763.0,9,25,2,$270600.00,2,4,504
False,5.0,4.0,4.0,3.0,36.667,0,1,0,$0.00,0,0,505
False,3.0,2.0,3.0,3.0,64.667,1,6,0,$0.00,0,0,506
False,2.0,1.0,4.0,3.0,142.667,6,4,0,$0.00,1,1,507
False,5.0,5.0,4.0,4.0,24.0,0,0,0,$0.00,0,0,508
False,4.0,3.0,3.0,3.0,54.0,0,3,0,$0.00,0,0,509
False,2.0,2.0,3.0,2.0,89.333,2,6,0,$0.00,0,0,510
False,4.0,3.0,3.0,4.0,48.667,0,1,0,$0.00,0,0,511
False,1.0,1.0,3.0,3.0,213.667,1,4,0,$0.00,0,0,512
False,2.0,1.0,4.0,4.0,164.0,4,5,0,$0.00,0,0,513
False,1.0,2.0,1.0,2.0,69.0,9,2,0,$0.00,0,0,514
False,3.0,3.0,3.0,4.0,34.0,0,1,0,$0.00,0,0,515
False,2.0,2.0,3.0,2.0,74.667,0,2,0,$0.00,0,0,516
False,5.0,4.0,4.0,5.0,36.0,4,4,0,$0.00,0,0,517
False,3.0,2.0,2.0,2.0,72.667,0,1,0,$0.00,0,0,518
False,2.0,1.0,4.0,3.0,104.167,7,12,0,$0.00,0,0,519
False,4.0,3.0,3.0,2.0,48.0,0,0,0,$0.00,0,0,520
False,2.0,1.0,5.0,5.0,147.167,0,2,0,$0.00,1,1,521
False,1.0,2.0,3.0,2.0,72.0,0,3,0,$0.00,0,0,522
False,5.0,5.0,5.0,5.0,22.667,1,4,0,$0.00,0,0,523
False,2.0,2.0,3.0,2.0,66.667,0,1,0,$0.00,0,0,524
False,1.0,1.0,,,263.167,1,4,0,$0.00,0,0,525
False,1.0,1.0,5.0,5.0,665.333,1,22,2,$122093.00,2,4,526
False,5.0,5.0,4.0,3.0,14.667,0,0,0,$0.00,0,0,527
False,2.0,1.0,4.0,3.0,153.333,3,33,0,$0.00,0,0,528
False,5.0,4.0,5.0,5.0,28.667,0,2,0,$0.00,0,0,529
False,5.0,4.0,4.0,3.0,34.0,1,2,0,$0.00,0,0,530
False,5.0,4.0,4.0,4.0,28.0,0,10,0,$0.00,0,0,531
False,3.0,2.0,5.0,5.0,31.333,0,0,0,$0.00,0,0,532
False,4.0,5.0,4.0,4.0,18.667,0,2,0,$0.00,0,0,533
False,4.0,2.0,4.0,4.0,68.0,0,1,0,$0.00,0,0,534
False,4.0,3.0,3.0,3.0,58.667,2,1,0,$0.00,0,0,535
False,4.0,4.0,3.0,3.0,41.333,1,7,0,$0.00,0,0,536
False,5.0,4.0,4.0,5.0,37.333,3,3,0,$0.00,0,0,537
False,5.0,3.0,4.0,4.0,39.0,0,3,0,$0.00,0,0,538
False,5.0,5.0,2.0,1.0,16.667,0,1,0,$0.00,0,0,539
False,4.0,2.0,4.0,4.0,72.0,0,1,0,$0.00,0,0,540
False,4.0,2.0,4.0,4.0,48.0,0,10,0,$0.00,0,0,541
False,5.0,4.0,3.0,4.0,30.0,1,1,0,$0.00,0,0,542
False,4.0,4.0,5.0,5.0,12.0,0,3,0,$0.00,0,0,543
False,4.0,3.0,3.0,3.0,38.0,0,2,0,$0.00,0,0,544
False,1.0,2.0,3.0,2.0,61.667,0,7,0,$0.00,0,0,545
False,5.0,5.0,4.0,5.0,22.667,0,0,0,$0.00,0,0,546
False,5.0,5.0,3.0,5.0,9.333,0,0,0,$0.00,0,0,547
False,1.0,1.0,2.0,3.0,145.667,0,2,0,$0.00,0,0,548
False,4.0,3.0,2.0,4.0,55.333,1,4,0,$0.00,0,0,549
False,2.0,1.0,4.0,4.0,108.0,3,5,0,$0.00,0,0,550
False,4.0,3.0,5.0,5.0,62.667,0,0,0,$0.00,0,0,551
False,1.0,1.0,3.0,3.0,112.667,2,6,0,$0.00,0,0,552
False,5.0,4.0,5.0,5.0,23.333,0,0,0,$0.00,0,0,553
False,5.0,5.0,4.0,4.0,3.333,0,0,0,$0.00,0,0,554
False,4.0,3.0,5.0,5.0,54.0,3,8,0,$0.00,0,0,555
False,5.0,5.0,5.0,5.0,16.667,0,2,0,$0.00,0,0,556
False,2.0,2.0,3.0,2.0,56.0,0,6,0,$0.00,0,0,557
False,4.0,4.0,3.0,3.0,42.667,1,0,0,$0.00,0,0,558
False,4.0,2.0,4.0,4.0,90.667,4,5,0,$0.00,0,0,559
False,5.0,4.0,4.0,4.0,31.333,0,0,0,$0.00,0,0,560
False,5.0,3.0,4.0,5.0,45.333,1,0,0,$0.00,0,0,561
False,1.0,1.0,3.0,3.0,364.333,1,10,0,$0.00,0,0,562
False,4.0,2.0,4.0,4.0,65.333,0,4,0,$0.00,0,0,563
False,4.0,3.0,4.0,3.0,48.667,9,9,0,$0.00,0,0,564
False,5.0,4.0,4.0,3.0,44.667,7,6,0,$0.00,0,0,565
False,3.0,2.0,4.0,4.0,67.333,0,0,0,$0.00,0,0,566
False,5.0,4.0,4.0,5.0,23.333,0,0,0,$0.00,0,0,567
False,5.0,4.0,4.0,3.0,22.667,0,6,0,$0.00,0,0,568
False,3.0,2.0,5.0,5.0,49.333,1,14,0,$0.00,0,0,569
False,4.0,2.0,4.0,4.0,83.167,0,1,1,$7000.00,0,1,570
False,1.0,1.0,3.0,4.0,122.333,6,2,0,$0.00,0,0,571
False,2.0,1.0,3.0,3.0,263.5,3,12,2,$4000.00,0,2,572
False,5.0,4.0,5.0,5.0,33.333,3,5,0,$0.00,0,0,573
False,4.0,3.0,4.0,4.0,30.667,0,8,0,$0.00,0,0,574
False,5.0,4.0,4.0,4.0,20.0,0,0,0,$0.00,0,0,575
False,1.0,1.0,3.0,3.0,133.0,0,13,2,$1950.00,0,2,576
False,5.0,4.0,4.0,4.0,33.333,0,1,0,$0.00,0,0,577
False,5.0,4.0,4.0,5.0,42.0,0,0,0,$0.00,0,0,578
False,4.0,2.0,4.0,4.0,65.333,1,3,0,$0.00,0,0,579
False,3.0,2.0,3.0,3.0,56.0,0,16,0,$0.00,0,0,580
False,2.0,1.0,4.0,3.0,137.333,3,4,0,$0.00,0,0,581
False,3.0,2.0,5.0,5.0,87.333,3,3,0,$0.00,1,1,582
False,3.0,3.0,3.0,2.0,49.333,0,2,1,$9555.00,0,1,583
False,2.0,2.0,4.0,3.0,48.0,0,4,0,$0.00,0,0,584
False,2.0,1.0,4.0,4.0,58.167,0,3,0,$0.00,1,1,585
False,4.0,4.0,3.0,3.0,33.667,0,1,0,$0.00,0,0,586
False,1.0,1.0,3.0,3.0,554.333,9,10,1,$490130.00,1,2,587
False,1.0,1.0,3.0,5.0,86.667,0,3,0,$0.00,0,0,588
False,3.0,2.0,2.0,2.0,94.667,0,3,0,$0.00,0,0,589
False,3.0,2.0,3.0,3.0,67.333,1,1,0,$0.00,0,0,590
False,2.0,2.0,4.0,4.0,103.333,0,14,0,$0.00,0,0,591
False,5.0,4.0,3.0,2.0,30.0,1,0,0,$0.00,0,0,592
False,3.0,2.0,3.0,2.0,93.667,2,1,0,$0.00,0,0,593
False,3.0,2.0,2.0,2.0,46.0,0,6,1,$22913.00,0,1,594
False,2.0,1.0,1.0,1.0,104.667,0,0,0,$0.00,0,0,595
False,5.0,4.0,3.0,4.0,34.0,1,0,0,$0.00,0,0,596
False,2.0,1.0,4.0,4.0,134.667,0,1,1,$89240.00,0,1,597
False,2.0,2.0,3.0,2.0,74.667,0,1,0,$0.00,0,0,598
False,5.0,5.0,3.0,2.0,14.0,0,1,0,$0.00,0,0,599
False,3.0,3.0,3.0,3.0,48.667,0,0,0,$0.00,0,0,600
False,5.0,4.0,,,38.0,4,1,0,$0.00,0,0,601
False,5.0,3.0,5.0,5.0,59.333,0,0,0,$0.00,0,0,602
False,2.0,1.0,4.0,4.0,237.333,4,6,0,$0.00,1,1,603
False,1.0,1.0,2.0,1.0,299.667,0,88,3,$184146.00,4,7,604
False,4.0,2.0,5.0,5.0,74.0,0,0,0,$0.00,0,0,605
False,5.0,4.0,2.0,1.0,40.0,0,4,0,$0.00,0,0,606
False,1.0,1.0,2.0,4.0,88.0,0,8,1,$59700.00,0,1,607
False,4.0,2.0,4.0,3.0,88.667,0,2,0,$0.00,0,0,608
False,2.0,1.0,4.0,4.0,88.0,0,6,1,$47350.00,2,3,609
False,3.0,4.0,4.0,4.0,16.667,0,2,0,$0.00,0,0,610
False,5.0,3.0,4.0,3.0,55.333,0,4,0,$0.00,0,0,611
False,4.0,3.0,3.0,3.0,26.667,0,0,0,$0.00,0,0,612
False,4.0,4.0,4.0,4.0,19.333,0,0,0,$0.00,0,0,613
False,3.0,2.0,3.0,3.0,90.667,12,6,0,$0.00,0,0,614
False,2.0,2.0,2.0,1.0,85.333,0,1,0,$0.00,0,0,615
False,2.0,2.0,3.0,5.0,53.333,0,0,0,$0.00,0,0,616
False,4.0,3.0,3.0,2.0,34.667,0,5,0,$0.00,0,0,617
False,5.0,3.0,4.0,4.0,60.667,2,0,0,$0.00,0,0,618
False,2.0,1.0,4.0,4.0,182.0,6,12,0,$0.00,0,0,619
False,5.0,3.0,4.0,3.0,48.667,0,0,0,$0.00,0,0,620
False,3.0,4.0,3.0,1.0,14.667,0,0,0,$0.00,0,0,621
False,1.0,1.0,3.0,3.0,109.833,0,15,1,$23450.00,0,1,622
False,2.0,1.0,5.0,5.0,238.0,11,30,1,$246750.00,0,1,623
False,2.0,3.0,1.0,1.0,54.0,11,3,0,$0.00,0,0,624
False,2.0,2.0,3.0,3.0,69.333,1,2,0,$0.00,0,0,625
False,5.0,4.0,4.0,4.0,33.333,2,2,0,$0.00,0,0,626
False,4.0,3.0,4.0,4.0,52.0,11,13,0,$0.00,0,0,627
False,4.0,3.0,5.0,5.0,27.333,0,0,1,$20000.00,0,1,628
False,5.0,4.0,4.0,5.0,15.333,0,5,0,$0.00,0,0,629
False,1.0,1.0,4.0,3.0,310.167,0,17,1,$218054.00,1,2,630
False,4.0,4.0,3.0,3.0,39.333,5,1,0,$0.00,0,0,631
False,5.0,5.0,3.0,4.0,17.333,2,1,0,$0.00,0,0,632
False,5.0,4.0,4.0,4.0,31.333,2,8,0,$0.00,0,0,633
False,5.0,4.0,4.0,4.0,44.0,0,5,0,$0.00,0,0,634
False,3.0,3.0,3.0,4.0,54.0,13,1,0,$0.00,0,0,635
False,1.0,1.0,1.0,1.0,120.667,0,14,1,$33638.00,0,1,636
False,5.0,5.0,3.0,3.0,17.333,0,2,0,$0.00,0,0,637
False,1.0,1.0,3.0,2.0,118.0,3,0,1,$21850.00,1,2,638
False,3.0,3.0,3.0,3.0,56.0,1,1,0,$0.00,0,0,639
False,5.0,5.0,1.0,2.0,6.0,2,0,0,$0.00,0,0,640
False,4.0,2.0,5.0,5.0,74.667,1,5,0,$0.00,0,0,641
False,4.0,3.0,3.0,4.0,55.333,1,0,0,$0.00,0,0,642
False,2.0,1.0,3.0,3.0,221.0,6,8,0,$0.00,0,0,643
False,5.0,4.0,4.0,4.0,30.0,2,0,0,$0.00,0,0,644
False,5.0,5.0,3.0,2.0,21.333,0,0,0,$0.00,0,0,645
False,3.0,2.0,4.0,5.0,50.0,0,3,1,$4995.00,0,1,646
False,3.0,3.0,3.0,2.0,40.0,0,2,1,$4500.00,1,2,647
False,5.0,5.0,2.0,3.0,6.667,1,0,0,$0.00,0,0,648
False,4.0,3.0,3.0,2.0,46.833,0,1,0,$0.00,1,1,649
False,4.0,4.0,3.0,2.0,28.0,1,4,2,$28438.00,0,2,650
False,5.0,3.0,4.0,4.0,45.333,2,5,0,$0.00,0,0,651
False,3.0,3.0,3.0,3.0,49.333,0,1,0,$0.00,0,0,652
False,5.0,4.0,5.0,5.0,35.333,1,0,0,$0.00,0,0,653
False,5.0,3.0,4.0,4.0,56.0,0,4,0,$0.00,0,0,654
False,3.0,2.0,3.0,3.0,37.333,0,0,0,$0.00,0,0,655
False,1.0,1.0,4.0,4.0,117.0,0,3,0,$0.00,0,0,656
False,5.0,4.0,5.0,5.0,20.0,0,0,0,$0.00,0,0,657
False,5.0,3.0,4.0,4.0,46.0,1,3,0,$0.00,0,0,658
False,4.0,2.0,4.0,4.0,94.667,6,14,0,$0.00,0,0,659
False,1.0,1.0,3.0,2.0,105.333,9,2,0,$0.00,0,0,660
False,4.0,4.0,3.0,2.0,23.333,0,0,0,$0.00,0,0,661
False,3.0,4.0,4.0,4.0,31.0,0,0,0,$0.00,0,0,662
False,3.0,2.0,3.0,2.0,63.333,1,5,1,$6000.00,0,1,663
False,3.0,2.0,4.0,4.0,68.0,0,2,0,$0.00,0,0,664
False,4.0,2.0,4.0,4.0,66.667,0,3,0,$0.00,0,0,665
False,5.0,5.0,5.0,5.0,6.0,0,2,0,$0.00,0,0,666
False,5.0,4.0,5.0,5.0,36.0,0,0,0,$0.00,0,0,667
False,3.0,3.0,3.0,3.0,56.667,2,5,0,$0.00,0,0,668
False,3.0,3.0,4.0,4.0,29.333,0,3,0,$0.00,0,0,669
False,4.0,3.0,5.0,5.0,53.333,0,1,0,$0.00,0,0,670
False,3.0,3.0,3.0,2.0,57.333,0,11,0,$0.00,1,1,671
False,4.0,4.0,3.0,3.0,20.0,0,0,0,$0.00,0,0,672
False,4.0,2.0,4.0,3.0,109.0,0,5,2,$20345.00,1,3,673
False,4.0,3.0,3.0,3.0,53.333,0,0,0,$0.00,0,0,674
False,2.0,1.0,3.0,2.0,123.667,0,11,1,$35621.00,0,1,675
False,2.0,2.0,3.0,3.0,81.333,2,6,0,$0.00,0,0,676
False,3.0,3.0,3.0,3.0,60.0,6,5,0,$0.00,0,0,677
False,5.0,4.0,5.0,5.0,39.333,4,2,0,$0.00,0,0,678
False,5.0,4.0,4.0,4.0,36.0,0,0,0,$0.00,0,0,679
False,4.0,4.0,4.0,4.0,20.667,0,1,0,$0.00,0,0,680
False,5.0,4.0,4.0,4.0,40.667,0,1,0,$0.00,0,0,681
False,3.0,2.0,4.0,4.0,58.333,0,3,0,$0.00,1,1,682
False,5.0,4.0,3.0,4.0,23.333,0,0,0,$0.00,0,0,683
False,5.0,4.0,5.0,5.0,31.333,2,1,0,$0.00,0,0,684
False,4.0,3.0,3.0,3.0,50.667,2,7,0,$0.00,0,0,685
False,1.0,1.0,2.0,1.0,171.333,5,14,1,$4908.00,0,1,686
False,3.0,2.0,2.0,3.0,96.0,3,8,0,$0.00,0,0,687
False,4.0,3.0,3.0,3.0,51.333,7,1,0,$0.00,0,0,688
False,3.0,3.0,2.0,2.0,54.667,0,3,0,$0.00,0,0,689
False,3.0,2.0,3.0,4.0,68.667,4,0,0,$0.00,0,0,690
False,3.0,3.0,4.0,5.0,27.333,0,0,0,$0.00,0,0,691
False,4.0,3.0,2.0,2.0,57.333,0,2,0,$0.00,0,0,692
False,4.0,3.0,4.0,4.0,34.667,1,5,0,$0.00,0,0,693
